text,location,retweets,user_id,created_at
Ben Carson: Direct a transformation for the care of veterans https://t.co/Ed1IEBiBve #Election2016,,0,4828455413,Thu Feb 18 05:30:02 +0000 2016
I liked a @YouTube video https://t.co/IxnO6q97sG Ben Carson: Accountable to everybody and beholden to no one (15 seconds),Washington State,0,14220593,Thu Feb 18 05:29:53 +0000 2016
why does ben carson sound like a stoned snail,512,0,25605323,Thu Feb 18 05:29:41 +0000 2016
"@JoanieGentian Sadist, eh? ; )  Ben Carson often seems like a hypothetically chatty Clarence Thomas.","Vermont to FL, Texas & Beyond!",0,25380005,Thu Feb 18 05:29:37 +0000 2016
"@NateBell4AR @PoliticalLaughs ""While I disagree w/ this decision, we live in a republic&amp;must abide by the law"" Rubio https://t.co/O9d9soghon","Maryland, USA",0,582123803,Thu Feb 18 05:29:09 +0000 2016
"What is the deal with the GOP and their guns? Grow up. 
Ben Carson: 'I like having a gun' - CNN Video https://t.co/ipMdF4Mj1e","Lakewood, WA",0,57047251,Thu Feb 18 05:28:55 +0000 2016
Ben Carson is the real OG,"Ithaca, NY",0,456270467,Thu Feb 18 05:28:53 +0000 2016
Dr. Ben Carson: The invisible candidate https://t.co/Ro2Q6NccQH @RealBenCarson,,0,329835150,Thu Feb 18 05:28:21 +0000 2016
"Ok WWHS Contemporary Studies students - did you catch Ben Carson's mistake? Said ""when Woodrow Wilson was President in the 20's""","Beckley, WV",0,23868213,Thu Feb 18 05:28:19 +0000 2016
Ben Carson is just as bad as Stacey Dash. smh,"Midtown, Atlanta",0,1959331080,Thu Feb 18 05:28:14 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/H8CsjaBdvL,Abuja,0,1652902820,Thu Feb 18 05:28:12 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/ZmJW9qBbVn,Abuja,0,994944686,Thu Feb 18 05:28:12 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/oUN8rWiRfJ,Ilorin,0,1652772078,Thu Feb 18 05:28:12 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/lIpo5xrF2N,Abuja,0,999282722,Thu Feb 18 05:28:12 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/sSZIwv57KE,Nigeria,0,988456436,Thu Feb 18 05:28:12 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/Xqf0Swdign,NGA BRA,0,1491698864,Thu Feb 18 05:28:11 +0000 2016
MGN-AFRICA»» pin:7ffa8acc Rubio shows his personal side and Cruz aims fire at… https://t.co/jFG1iqEC7m https://t.co/KTY19Fivth pin:7ffa8acc,Worldwide.,0,226178572,Thu Feb 18 05:28:11 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/xzVOmNZ6GP,,0,1652963324,Thu Feb 18 05:28:11 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/rlO5ZVOYDa,,0,1652949049,Thu Feb 18 05:28:11 +0000 2016
#demdebate Ben Carson for President 2016 - Republican - Bumper Sticker Vinyl Decal  #tgdn #tlot #rnc https://t.co/o8sQXw9IzK,,0,4850718499,Thu Feb 18 05:28:10 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/ITgBurxw6X,Worldwide,0,1652800015,Thu Feb 18 05:28:10 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/BCL74x4Az0,,0,1652772608,Thu Feb 18 05:28:10 +0000 2016
"#BenCarson2016 on 2nd Amendment
https://t.co/ilP552WyjE
#Carson4Prez https://t.co/i1KE1cobbU
#NRA #veterans","Nancy Charlotte, NC ",6,2715189193,Thu Feb 18 05:28:10 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/NhHmMSs82b,,0,994927568,Thu Feb 18 05:28:10 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/URSxZLbClM,,0,994971786,Thu Feb 18 05:28:09 +0000 2016
One thing Ben Carson spoke on that I can agree with,In your FantasieS***,0,245498602,Thu Feb 18 05:28:04 +0000 2016
@tedcruz Nobody believes you anymore because of all your deceptive ads and what you did to Ben Carson and lies about Rubio and Trump.,,0,4855044657,Thu Feb 18 05:27:59 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/HcdDkfzZCA,,0,1681725830,Thu Feb 18 05:27:45 +0000 2016
ben carson has got to be a neurosurgery savant.,"Columbia, SC",0,18057793,Thu Feb 18 05:27:33 +0000 2016
ben carson makes me wish i aint graduate on time or at all so i wldnt have to  relive fact that he was the one who spoke at graduation,In a com-for-tab-le chair ,0,525849530,Thu Feb 18 05:27:31 +0000 2016
"Ben Carson is using bears killing people as an example of ""we the people"" not understanding the U.S. Constitution.  👍🏻 #GOPTownHall",everywhere & nowhere,2,494645314,Thu Feb 18 05:27:26 +0000 2016
At least ask Ben Carson about the stabbing.,"Phoenix, AZ",1,156370763,Thu Feb 18 05:27:16 +0000 2016
You know what's full of gluten? Ben Carson's Egyptian pyramid grain silos. https://t.co/QSyWr0m6zk via @TIMEPolitics,"Berkeley, California",0,37457538,Thu Feb 18 05:27:00 +0000 2016
Ben Carson is just flat out crazy #cnnTownHall,Vancouver,0,257663136,Thu Feb 18 05:26:57 +0000 2016
Ben Carson should drop out of the race and get a job in narrating children's bed time stories. 😴😴😴,"The Woodlands,Tx",2,28641032,Thu Feb 18 05:26:55 +0000 2016
CNN Republican Town Hall Debate 2/17/16 Gop Town hall Ben Carson part 1: https://t.co/4Rf0BwnVk1 via @YouTube,"Wilmington,De.",4,2179040952,Thu Feb 18 05:26:53 +0000 2016
"Oh man, Ben Carson hypothetically had a guy get killed by a bear? voluntarily?","Bronx, NY 10470",0,21239193,Thu Feb 18 05:26:33 +0000 2016
[Guardian-UK] Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town ... https://t.co/L2EDaynnHY,,0,345567082,Thu Feb 18 05:26:22 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/wfH3LyhACy,The Wizarding World,0,195714277,Thu Feb 18 05:26:21 +0000 2016
"If you're killed by a bear, dont look to the government.  Ben Carson has your back!  #GOPTownHall","Knoxville, TN",0,1390603290,Thu Feb 18 05:26:00 +0000 2016
Ben Carson wants to deprive kids of their right to drop out of high school.,,0,24334056,Thu Feb 18 05:26:00 +0000 2016
Seems like Ben Carson is uncomfortable in this intimate format. #GOPTownHall,,0,2287590997,Thu Feb 18 05:25:46 +0000 2016
I want Ben Carson to read me bed time stories #GOPTownHall,San Francisco,0,398481100,Thu Feb 18 05:25:46 +0000 2016
Having trouble falling asleep? Listen to Dr. Ben Carson speak #zzzzzzz,#505 #NYC,0,255764044,Thu Feb 18 05:25:42 +0000 2016
"Carson on the good old days: ""Someone got killed by a bear, everyone took care of their family.” - Vox https://t.co/qZsIvnKDNN","Atlanta, GA United States",0,39269756,Thu Feb 18 05:25:34 +0000 2016
(͡๏̯͡๏) Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town ha... https://t.co/flN7SDjaBG #UK,"Va Beach, Virginia",0,1420660507,Thu Feb 18 05:25:33 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/uo2JQ9WhsV,,0,443733140,Thu Feb 18 05:25:33 +0000 2016
@KayMi123 @ShiftSprintDS @CNN @RealBenCarson I would have to say it seemed that Ben Carson got the biggest applaud and laughs from the crowd,New England,5,3303928256,Thu Feb 18 05:25:16 +0000 2016
"Ben Carson is an after thought, even to Ben Carson.",,0,43882463,Thu Feb 18 05:25:16 +0000 2016
@benshapiro @AnnCoulter no he just called ben carson a child molester,,0,421151092,Thu Feb 18 05:25:08 +0000 2016
"Congress a 'Peanut Factory' according to Ben Carson
#GOPTownHall",Global Citizen,0,88083375,Thu Feb 18 05:24:38 +0000 2016
"Dr. Ben Carson..... Very creepy, why did they stand up #no chairs #cnnTownHall #GOPTownHall",,0,23533889,Thu Feb 18 05:24:32 +0000 2016
"9. Ben Carson on Meet the Press
Vine by Actual GOP

https://t.co/pQz1Vr3sYX",louisiana,0,173964792,Thu Feb 18 05:24:25 +0000 2016
I think Ben Carson is slow.,On a journey to the West Wing.,0,30173138,Thu Feb 18 05:24:08 +0000 2016
Ben Carson is why a true political outsider will never succeed in national politics. He is far too idealistic.,Occupied Southern Territories,0,3343662263,Thu Feb 18 05:24:08 +0000 2016
Ben Carson? Jeb Bush? https://t.co/4Q0L63y8VC,California,76,17995040,Thu Feb 18 05:23:59 +0000 2016
"Watching CNN
DR. Ben Carson.",United States,7,285913451,Thu Feb 18 05:23:42 +0000 2016
"I was watching the Republican Debates and Ben Carson threw me off a bit. Thought I was watching ""The Butler""",2020.. Best Regards,0,262766176,Thu Feb 18 05:23:39 +0000 2016
Ben Carson's suit doesn't look right. What's wrong with it? #andersoncooper @AC360 @cnn  #GOPTownHall,Cuba,0,104612004,Thu Feb 18 05:23:34 +0000 2016
#demdebate Ben Carson for President 2016 - Republican - Bumper Sticker Vinyl Decal  #nra #sgp #tpp #tlot https://t.co/o8sQXw9IzK,,0,4850718499,Thu Feb 18 05:23:12 +0000 2016
"#BlackHistoryMonth #BlackLivesMatter #BenCarson
#BC2DC16
https://t.co/BBq4Kr7gaE   
CONSTITUTION4CARSON Ben Carson https://t.co/1cqlQS4tIR","San Diego, California",2,15771631,Thu Feb 18 05:23:04 +0000 2016
Why is Ben Carson still half trying at this being a president thing,New Jersey State of Mind,0,55888422,Thu Feb 18 05:22:48 +0000 2016
Ben Carson is on CNN right now!!! #winbenwin,,3,405326262,Thu Feb 18 05:22:46 +0000 2016
Hey dude? I think your racism is showing... -- Donald Trump Confuses Ben Carson and Barack Obama https://t.co/T6noK5Rre0,"Bremerton, WA",0,783672055,Thu Feb 18 05:22:42 +0000 2016
"Ben Carson say ""We are all at risk"" from TERROR! What nonsense! #Election2016","Portland, Oregon",0,949241,Thu Feb 18 05:22:35 +0000 2016
Ben Carson is still waiting in the hallway,near ice,0,2689004996,Thu Feb 18 05:22:27 +0000 2016
OH SHIT! AAAAnd...Ben Carson is up and moving! #GOPTownHall,"Atlanta, GA",0,2607438795,Thu Feb 18 05:21:32 +0000 2016
"I needed to see it. My four-year old son needed to see it. It was that important. If it were Herman Cain or Ben Carson, not so much.",The Condo,0,72966192,Thu Feb 18 05:21:10 +0000 2016
Ben Carson you need to get out of the race. The R's need to coalesce behind one candidate to beat Trump.,,0,479128517,Thu Feb 18 05:21:10 +0000 2016
Why is Ben Carson still running?,"Lower East Side, Milwaukee",0,198675716,Thu Feb 18 05:20:51 +0000 2016
CNN Town Hall repeat starting now with Ben Carson,Middle of  New England,3,43433353,Thu Feb 18 05:20:50 +0000 2016
@less_bs Here’s a source: https://t.co/JOa97m8dkr You can watch him say it himself in a video.,"Orange County, California",0,1031773916,Thu Feb 18 05:20:44 +0000 2016
It's honestly really hard not to like Ben Carson regardless of your political stripes. https://t.co/nSMOG1X53f,L.A. Meltdown,17,2813867886,Thu Feb 18 05:20:43 +0000 2016
"@dealio24 Actually You'll get to the truth if you really want to. 
https://t.co/GMUlf8DK0n
https://t.co/ZEsN3NuRY4
https://t.co/UrCyj8e8Ek",,2,990166868,Thu Feb 18 05:20:26 +0000 2016
guardian: Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/sJKA1bxrj0,"Dhaka, Bangladesh",0,4449744433,Thu Feb 18 05:20:26 +0000 2016
How bout Ben Carson for prez and Hillary for vp?,United States,0,873935052,Thu Feb 18 05:20:07 +0000 2016
Ben Carson is low key funny https://t.co/VQWJFKY4NM,,0,429254896,Thu Feb 18 05:19:23 +0000 2016
Carson vows to fight on in Nevada regardless of South Carolina finish https://t.co/cb1iZUOXrv,"Charlotte, NC",0,391616623,Thu Feb 18 05:19:15 +0000 2016
Ben Carson smh,Mr. Robinson's Neighborhood,0,1928233718,Thu Feb 18 05:19:06 +0000 2016
18-year-old in FL allegedly operated a fake medical clinic https://t.co/oswIVko8ku @kevinfordterps Ben Carson ???,Washington DC,0,491278721,Thu Feb 18 05:18:48 +0000 2016
Ben Carson is sounding a lot different with his new rhetoric - I like.  @ThisWeekABC @RealBenCarson,United States,2,1022830645,Thu Feb 18 05:17:24 +0000 2016
"When you can't decide whether you'd rather NOT hear Jeb speak or Ben Carson, they've both got problems. https://t.co/8HGueVhvC5",Georgia,1,376388082,Thu Feb 18 05:16:02 +0000 2016
Ben Carson always looks the same way in every ad — Like a Men's Warehouse model turning on the sexy. #GOPTownHall https://t.co/sibnrgSqxa,"You Know, Wherever",2,1376246070,Thu Feb 18 05:15:42 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/buU8rSgHon #republicans,"Hannover, Germany",0,9567382,Thu Feb 18 05:15:33 +0000 2016
@rickwtyler @CruzControl2016 oh really well can you make up some scum bucket going to the Iowa caucus and stealing votes from Ben Carson,"Windermere, Florida",0,55975531,Thu Feb 18 05:15:30 +0000 2016
@scrowder that dude narrating has been smoking some Ben Carson level surgeon dope to achieve that tone,,0,1062129049,Thu Feb 18 05:15:28 +0000 2016
"I'd read Ben Carson's book. Seems really good, if you like fan fiction about the author, by the author.",Seattle,1,25126274,Thu Feb 18 05:15:19 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina - the guardian https://t.co/HtDtfrFmGW,"Atlanta, GA United States",0,39269756,Thu Feb 18 05:14:43 +0000 2016
"""What's Ben Carson gonna do? Give me free KFC?""","Georgia, USA",0,2549284308,Thu Feb 18 05:14:06 +0000 2016
"""What's Ben Carson gonna do? Give me free KFC?""","Georgia, USA",0,2549284308,Thu Feb 18 05:14:06 +0000 2016
"Biggest liars at the #GOPTownHall in this order:
1. Ted Cruz
2. Marco Rubio
3. Ben Carson",,14,211181482,Thu Feb 18 05:13:35 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/qqoqf9nxlg,Tangerang,0,3141855392,Thu Feb 18 05:13:31 +0000 2016
"Ben Carson Speaks About Supreme Court, Gun Control #video https://t.co/opPV7oZ430 https://t.co/hyDjgRpwzG",,4,2672679237,Thu Feb 18 05:12:05 +0000 2016
"Sorry, not sorry...can't stand Ben Carson's voice. Glad he's not more of a contender.",,0,31318845,Thu Feb 18 05:12:01 +0000 2016
Wait you guys is it true that Dr. Ben Carson speaks the language of the bears,"Brooklyn, NY",0,4844242528,Thu Feb 18 05:12:00 +0000 2016
"media is not giving enough time to Ben Carson - give him equal time. As my dad said, ""If you control the media you control the people""",,2,4926552533,Thu Feb 18 05:11:36 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hosted… https://t.co/TJPcQszY8Y,Manchester UK,0,270749873,Thu Feb 18 05:11:18 +0000 2016
3. Ben Carson was almost just as bad as Donald Trump,,0,1106800831,Thu Feb 18 05:11:12 +0000 2016
It's hard to believe Ben Carson hasn't dropped out yet,Around,2,261951270,Thu Feb 18 05:10:55 +0000 2016
"I rarely talk politics here, but what is Ben Carson doing?",,0,63995798,Thu Feb 18 05:10:35 +0000 2016
More townhalls and less shouting matches masquerading as debates! #GOPTownhall Dr. Ben Carson #EqualTime #CNN https://t.co/rjeRJ3JbJB,United States,17,4143265289,Thu Feb 18 05:10:22 +0000 2016
"ben carson vs. condaleeza rice n beans
bare knuckles brawl who wins",musty ass jersey,0,430207800,Thu Feb 18 05:10:22 +0000 2016
"Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/r1DgOiPMWA Network Front | The Guardian

Speaking…",LONDON United Kingdom,0,304861372,Thu Feb 18 05:10:18 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/SPiQJTeqnX,#II2012,0,205153830,Thu Feb 18 05:10:11 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall… https://t.co/poAWbiCS7i #guardian,World,0,359652561,Thu Feb 18 05:10:11 +0000 2016
Ben Carson has too much money to wearing that suit.  https://t.co/UnmcPGsyWZ,,0,100685645,Thu Feb 18 05:09:50 +0000 2016
Ben Carson is the only black person Ben Carson knows.,Montreal,0,193841363,Thu Feb 18 05:09:15 +0000 2016
"The @CNN ""Town Hall"" looks more like slow pitch softball. @marcorubio has pressured speech which really shows after calm relaxed Ben Carson.",,0,507475764,Thu Feb 18 05:09:10 +0000 2016
@AC360 @CNN good moderating! Performance is 1- Marco Rubio 2- Ben Carson 3- Ted Cruz (although good Christian guy),"Toronto, Canada",0,245696672,Thu Feb 18 05:08:52 +0000 2016
"""We the people"" want equal time for each candidate. Ben Carson earned my trust &amp; confidence to win general election &amp; be in the White House",,7,4926552533,Thu Feb 18 05:08:29 +0000 2016
"@vyadha @CNN Wait a second, are you calling Ben Carson a precious gemstone?",,0,258226360,Thu Feb 18 05:08:26 +0000 2016
Here is a mega zoomed in photo from inside Dr. Ben Carson's brain whenever his mouth is speaking words. #science https://t.co/M0OLpCzOwQ,"Boston, MA",0,114232540,Thu Feb 18 05:08:00 +0000 2016
"Jeezus tits, Carson is a mess.  

https://t.co/d8Ls4VqQCQ via @voxdotcom",Boulder & Jeffco Colorado ,0,244572006,Thu Feb 18 05:07:49 +0000 2016
"Carson on the good old days: ""Someone got killed by a bear, everyone took care of their family.” - Vox https://t.co/WXZ3ecSJvL",Southern California,0,32283017,Thu Feb 18 05:07:37 +0000 2016
@BradThor Dropping like Ben Carson,"Hinsdale, IL",0,815459580,Thu Feb 18 05:07:31 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/2KutfZUVES,United Kingdom,0,411466123,Thu Feb 18 05:07:09 +0000 2016
@CNN Ben Carson spoke better,Nigeria,3,3086381980,Thu Feb 18 05:06:39 +0000 2016
@CNN @tedcruz @CNNPolitics really poltical mistif what about Iowa and you telling voters Ben Carson quit.  @realDonaldTrump for Pres,Albany NY ,0,318173561,Thu Feb 18 05:06:11 +0000 2016
@AC360 @David_Gergen Ben Carson please! I'm not feeling Kasich. And people got to really see Dr C tonight. This was a great format @CNN,,2,2890103754,Thu Feb 18 05:06:03 +0000 2016
"""One of Ben Carson's conjoined twins he separated SPEAKS, what he reveals will BLOW YOUR MIND"". https://t.co/pS3IgBkPoX","St Louis, MO",1,64709081,Thu Feb 18 05:04:55 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/xKmEm9wcC8,Hamburg,0,122472251,Thu Feb 18 05:04:49 +0000 2016
"#localnews Carson, Perry in Orangeburg: Dr. Ben Carson will bring his campaign to become the Republican nomine... https://t.co/iJrVz9fRW6","Orangeburg, SC",4,82894433,Thu Feb 18 05:04:41 +0000 2016
"@dcexaminer He does not fight clean, and it is too late. He hurt Ben Carson and cannot take it back. There is a place in hell for Mr. Cruz.",,0,17558880,Thu Feb 18 05:04:24 +0000 2016
#theguardian: Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/q1998d7JpU,"Rain City, West Java, Indonesia",0,1271583906,Thu Feb 18 05:04:21 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/TgHoXJZSEn,Invisible ,0,2768062344,Thu Feb 18 05:04:19 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/wwiRUBiRaD,Москва,0,2615379878,Thu Feb 18 05:04:18 +0000 2016
I stand with Dr. Ben Carson. #BC2DC2016 https://t.co/wGfYcCCvjY,,3,1008159265,Thu Feb 18 05:04:17 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/JP2RCNsvcE,,0,912087812,Thu Feb 18 05:04:16 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/gz9nzZ6rBA,Las vegas,0,1154596363,Thu Feb 18 05:04:13 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/xfV6tMWN4C,"Padangsidempuan, Sumut",0,2552593892,Thu Feb 18 05:04:11 +0000 2016
#PhotoshopINFO Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town... https://t.co/ZDJRDs536P,,0,2608094610,Thu Feb 18 05:04:09 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/lyB4rNsmOk,In ur TL..........,0,893691019,Thu Feb 18 05:04:08 +0000 2016
#weguard Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a ... https://t.co/YjftYzRChn lol@knfao,In ur TL..........,0,893691019,Thu Feb 18 05:04:07 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/3EdB3uH233,Every where in the world,0,246953395,Thu Feb 18 05:04:06 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/rIdYi8d6TM,Akure city in ondo state ,0,417299066,Thu Feb 18 05:04:04 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/pUVLcRasI6,Casablanca,0,821331486,Thu Feb 18 05:04:04 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/JKslcy27vT,Every where in the world,0,246953395,Thu Feb 18 05:04:02 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/U03K1pX081,New York,0,2402213754,Thu Feb 18 05:03:59 +0000 2016
#Slon Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall for... https://t.co/QkYJpYkpI7,University of Benin. ,0,3301128298,Thu Feb 18 05:03:59 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/ktSYHs323s,Ibadan,0,211866330,Thu Feb 18 05:03:57 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/YYLX9jIk7x,lagos NIGERIA,0,296190489,Thu Feb 18 05:03:55 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/HI07cLyCGe,World Wide,0,499828799,Thu Feb 18 05:03:55 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/oTaSBhQkbd,"Cotonou, Benin",0,603333573,Thu Feb 18 05:03:53 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina: Speaking at a town hall forum hos... https://t.co/qbYnc4IPKL,Houston,0,601468701,Thu Feb 18 05:03:53 +0000 2016
#Rubio shows his personal side and #Cruz aims fire at #Trump in #SouthCarolina: Speaking at a town hall ... https://t.co/4mzg1Iswmk #cuba,,0,3044301170,Thu Feb 18 05:03:51 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/pyE6mkDbbN #News,Internet,0,4136605629,Thu Feb 18 05:03:32 +0000 2016
"Jeb Bush, GO HOME!!!!!!
Ben Carson, GO HOME!!!!!!!
John Kasich, GO HOME!!!!!!! 
We can do fine without you. https://t.co/EDLWMmNtkE",United States,0,4756110320,Thu Feb 18 05:03:31 +0000 2016
Carson snags his first congressional endorsement: Daniel ChaitinDr. Ben Carson snagged his first con... https://t.co/ZNUSgf2AiI #Politics,Virtual,0,67049467,Thu Feb 18 05:03:29 +0000 2016
"literally every song including the album title the life of pablo is an anagram of ben carson
https://t.co/AMMCqrDJHW",a Popeyes organization,0,550139275,Thu Feb 18 05:03:20 +0000 2016
"Thank You LSSC, #hungryforpowergames. Tonight you got the last 4 so far. Ben Carson should be next and then maybe Jeb!","S. Grafton, MA",0,95581259,Thu Feb 18 05:03:15 +0000 2016
"Come to think about it, Dr. Ben Carson probably gets it on to Pachelbel's Canon. #nightthoughts", NEW YORK,0,17813513,Thu Feb 18 05:03:03 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/ZZLNDC3vMn | Guardian,"Sheffield, UK",0,431517781,Thu Feb 18 05:03:02 +0000 2016
SECETARY OF HEALTH &amp; HUMAN SERVICES....DR. BEN CARSON?...,,0,1098831553,Thu Feb 18 05:02:53 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/q1aKIvy5xE,LAGOS NIGERIA,0,219421471,Thu Feb 18 05:02:35 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/nmH87AKA4c,Worldwide,0,2725952336,Thu Feb 18 05:02:34 +0000 2016
"#goptownhall Now @LIVESounders, Ben Carson is #5 among GOP past 24h on Twitter mentions https://t.co/Zs243ONFKZ",,1,334028220,Thu Feb 18 05:02:23 +0000 2016
Ben Carson also weighed in on the ongoing discussions over whether the cell phone of one of the gunmen in the San... https://t.co/OT1rifjJyF,"Brooklyn, NY",0,253280555,Thu Feb 18 05:02:20 +0000 2016
"Dr. Ben Carson makes pitch to veterans in Columbia - COLUMBIA, SC (WACH) – Dr. Ben Carson made his way through ... https://t.co/SYN49i53pc",,0,3002723962,Thu Feb 18 05:01:50 +0000 2016
"Who won CNN’s Republican presidential town hall? Ben Carson, Marco Rubio or Ted Cruz? https://t.co/gn4DMSw6tU",,0,3002723962,Thu Feb 18 05:01:49 +0000 2016
"GOP Town Hall Replay – Ben Carson - The Town Hall was hosted by Anderson Cooper and included Ben Carson, Ted Cr... https://t.co/aP6KJNFhPL",,0,3002723962,Thu Feb 18 05:01:49 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/Ul4c7K4ePc,uk,0,401784119,Thu Feb 18 05:01:48 +0000 2016
Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/or5ZcMSA2l,UK,0,452029413,Thu Feb 18 05:01:47 +0000 2016
"#JBS South Korea &amp; the US Confront Kim Jung-Un By Name: Gordon Chang, Daily Beast. Bob Collins, Seoul.  Ying M... https://t.co/cJtFE905db",United States    ,0,35728314,Thu Feb 18 05:01:40 +0000 2016
"Suddenly, Marco Rubio Sympathizes to Ben Carson . . .Rubio accuses Ted Cruz of Iowa voter deception https://t.co/W3L86X6sSD",In The Spirit,0,49874045,Thu Feb 18 05:01:35 +0000 2016
Ben Carson Says Second Amendment Is So THE PEOPLE Can Protect Themselves From A Tyrannical Govt! https://t.co/eC0QHCWpf8,Griffith Indiana ,0,479457463,Thu Feb 18 05:01:09 +0000 2016
"Ben Carson was also there. I used to like him a lot personally, but he only has a passing familiarity with complex issues, even this late.",United States,0,3245477853,Thu Feb 18 05:01:05 +0000 2016
Wait. Ben Carson is still running for president?,"CA, DC, NY",0,18239308,Thu Feb 18 05:01:03 +0000 2016
DR.BEN CARSON UNITED STATES SURGEON GENERAL?...,,0,1098831553,Thu Feb 18 05:00:55 +0000 2016
Is there anyone worse at answering simple questions than Ben Carson? Eaten by bears?!?!?@downtownronnieb @mikepolkjr https://t.co/wI1nnPDEPO,#TheLand,0,209324491,Thu Feb 18 04:59:46 +0000 2016
"Dr. Ben Carson loves to quote the ""We the People"" part of  the Preamble. Did he forget the ""Promote the General Welfare"" part? #GOPTownHall",California,0,368571221,Thu Feb 18 04:59:34 +0000 2016
GuardianUS: Rubio shows his personal side and Cruz aims fire at Trump in South Carolina https://t.co/iFPlMDfwfU,Nigeria,0,3973533538,Thu Feb 18 04:59:27 +0000 2016
